cat_code,cat_label,cluster_id,cluster_label,question_category,question_code,question_label,question_text,scale_or_logic
C262,Formazione Per Occupati (o Formazione Continua),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C262,Formazione Per Occupati (o Formazione Continua),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C263,Formazione Nell'ambito Dell'apprendistato All'interno Dell'obbligo Formativo (per Qualifica E Diploma Professionale),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C263,Formazione Nell'ambito Dell'apprendistato All'interno Dell'obbligo Formativo (per Qualifica E Diploma Professionale),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C263,Formazione Nell'ambito Dell'apprendistato All'interno Dell'obbligo Formativo (per Qualifica E Diploma Professionale),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C263,Formazione Nell'ambito Dell'apprendistato All'interno Dell'obbligo Formativo (per Qualifica E Diploma Professionale),NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C264,Percorsi Scolastici Formativi All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C264,Percorsi Scolastici Formativi All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C264,Percorsi Scolastici Formativi All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C264,Percorsi Scolastici Formativi All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C265,Altra Formazione All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C265,Altra Formazione All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C265,Altra Formazione All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C265,Altra Formazione All'interno Dell'obbligo Formativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C266,Formazione Finalizzata Al Reinserimento Lavorativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C266,Formazione Finalizzata Al Reinserimento Lavorativo,NONE,"(servizi immateriali, nessun cluster fisico)",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
